codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
0021201980,0027,2011-03-17T05:40:00.000,83.2,CERRO GUADALUPE - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.05,Humedad del aire 2 mt,%
0029065120,0027,2012-04-04T11:00:00.000,79,BATALLON NO. 6 - AUT,MAGDALENA,FUNDACIÓN,BAJO MAGDALENA,10.46536111,-73.92777778,Humedad del aire 2 mt,%
0026185501,0027,2016-07-03T05:50:00.000,88,SONSON  - AUT,ANTIOQUIA,SONSÓN,CAUCA,5.677719444,-75.34780556,Humedad del aire 2 mt,%
0024035410,0027,2016-01-02T16:00:00.000,45,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Humedad del aire 2 mt,%
0052055501,0027,2018-10-08T04:30:00.000,94.01339,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Humedad del aire 2 mt,%
0027015330,0027,2019-03-23T12:00:00.000,68,APTO OLAYA HERRERA - TX GPRS,ANTIOQUIA,MEDELLÍN,NECHÍ,6.221,-75.589,Humedad del aire 2 mt,%
0027015290,0027,2011-02-18T13:00:00.000,57,PAJARITO - AUT,ANTIOQUIA,MEDELLÍN,NECHÍ,6.286333333,-75.61279167,Humedad del aire 2 mt,%
2120000102,0027,2018-11-07T04:40:00.000,95.5,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Humedad del aire 2 mt,%
0035095120,0027,2005-11-01T01:00:00.000,80,AQUITANIA - AUT,BOYACÁ,AQUITANIA,META,5.556638889,-72.88175,Humedad del aire 2 mt,%
0021202200,0027,2014-09-30T16:45:00.000,0,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Humedad del aire 2 mt,%
0024015503,0027,2018-07-24T17:10:00.000,92.27475,CONFINES  - AUT,SANTANDER,CONFINES,SOGAMOSO,6.373027778,-73.20760833,Humedad del aire 2 mt,%
0023085501,0027,2017-05-28T09:40:00.000,63,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Humedad del aire 2 mt,%
0026145508,0027,2017-03-23T21:35:00.000,100,SAN JOSE  - AUT,CALDAS,SAN JOSE,CAUCA,5.094972222,-75.79174722,Humedad del aire 2 mt,%
0021165501,0027,2019-02-14T00:45:00.000,67.2505,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Humedad del aire 2 mt,%
0021206810,0027,2012-12-02T21:20:00.000,70.3,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0021202170,0027,2011-09-10T03:05:00.000,89.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
2120000105,0027,2019-06-08T10:40:00.000,68.67,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Humedad del aire 2 mt,%
0021115501,0027,2017-05-18T02:45:00.000,42,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960666667,-75.02849722,Humedad del aire 2 mt,%
0026155230,0027,2016-11-22T22:00:00.000,55,EMAS - AUT,CALDAS,MANIZALES,CAUCA,5.08525,-75.50713889,Humedad del aire 2 mt,%
0026125710,0027,2019-05-16T21:00:00.000,99,APTO MATECAÑA TX GPS/GOES,RISARALDA,PEREIRA,CAUCA,4.813,-75.74,Humedad del aire 2 mt,%
0026165502,0027,2017-05-28T13:15:00.000,59,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Humedad del aire 2 mt,%
0028045501,0027,2017-09-26T00:25:00.000,99.93476,PUEBLO BELLO  - AUT,CESAR,PUEBLO BELLO,CESAR,10.42166667,-73.57471944,Humedad del aire 2 mt,%
0021205521,0027,2019-04-07T03:10:00.000,94.114,SANTA HELENA  - AUT,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.738,-73.936,Humedad del aire 2 mt,%
0026125760,0027,2018-07-11T15:00:00.000,76,PEÑAS BLANCAS - AUT,QUINDÍO,CALARCÁ,CAUCA,4.481666667,-75.635277778,Humedad del aire 2 mt,%
0026145501,0027,2016-07-29T05:15:00.000,82,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Humedad del aire 2 mt,%
0026055110,0027,2018-08-25T18:00:00.000,65,LA INDEPENDENCIA - AUT,VALLE DEL CAUCA,JAMUNDÍ,CAUCA,3.185361111,-76.56930556,Humedad del aire 2 mt,%
0016015130,0027,2010-06-19T23:00:00.000,100,ALCALDIA DE HERRAN  - AUT,NORTE DE SANTANDER,HERRÁN,CATATUMBO,7.506722222,-72.48536111,Humedad del aire 2 mt,%
0053075020,0027,2012-02-19T14:00:00.000,72,EL DIVISO - AUT,CAUCA,ARGELIA,TAPAJE - DAGUA - DIRECTOS,2.311416667,-77.25877778,Humedad del aire 2 mt,%
0023195240,0027,2008-04-07T16:00:00.000,42,AGUACHICA - AUT,CESAR,AGUACHICA,MEDIO MAGDALENA,8.123416667,-73.57986111,Humedad del aire 2 mt,%
2120000106,0027,2019-03-28T13:10:00.000,53.85,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Humedad del aire 2 mt,%
0021202200,0027,2014-05-13T20:35:00.000,82.4,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Humedad del aire 2 mt,%
0052015050,0027,2017-06-23T14:00:00.000,79,BALBOA - AUT,CAUCA,BALBOA,PATÍA,2.032777778,-77.22166667,Humedad del aire 2 mt,%
0023055501,0027,2016-07-17T07:35:00.000,69,SANTA HELENA  - AUT,CALDAS,MARQUETALIA,MEDIO MAGDALENA,5.317497222,-74.99610833,Humedad del aire 2 mt,%
0026155505,0027,2018-02-05T03:40:00.000,92.49111,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Humedad del aire 2 mt,%
0021202200,0027,2013-05-28T10:25:00.000,77.3,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Humedad del aire 2 mt,%
0026185050,0027,2011-06-27T14:00:00.000,35,SANTA BARBARA - AUT,ANTIOQUIA,SANTA BÁRBARA,CAUCA,5.859583333,-75.55627778,Humedad del aire 2 mt,%
0023065502,0027,2017-05-21T15:05:00.000,88,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Humedad del aire 2 mt,%
0026125508,0027,2019-03-23T23:55:00.000,85.74809,LACATALINA  - AUT,RISARALDA,PEREIRA,CAUCA,4.7475,-75.73805556,Humedad del aire 2 mt,%
0036015020,0027,2015-10-04T08:00:00.000,77,EL DIAMANTE - AUT,CASANARE,PAZ DE ARIPORO,META,5.816194444,-71.41983333,Humedad del aire 2 mt,%
0026135503,0027,2019-01-22T19:20:00.000,64.24791,NARANJAL  - AUT,CALDAS,CHINCHINA,CAUCA,4.971944444,-75.65221944,Humedad del aire 2 mt,%
0021206950,0027,2017-04-04T12:00:00.000,57,PARAMO GUACHENEQUE  - AUT,CUNDINAMARCA,VILLAPINZÓN,ALTO MAGDALENA,5.236055556,-73.52508333,Humedad del aire 2 mt,%
0015065040,0027,2013-04-06T02:00:00.000,72,LA PAULINA - AUT,LA GUAJIRA,FONSECA,CARIBE - GUAJIRA,10.89813889,-72.82847222,Humedad del aire 2 mt,%
0054035501,0027,2016-08-30T05:15:00.000,95,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0026155220,0027,2007-12-28T09:00:00.000,77,VILLAMARIA - AUT,CALDAS,VILLAMARIA,CAUCA,5.048666667,-75.51388889,Humedad del aire 2 mt,%
0052035501,0027,2018-09-17T08:15:00.000,70.86623,EL SAUCE  - AUT,NARIÑO,LA UNIÓN,PATÍA,1.615555556,-77.10971944,Humedad del aire 2 mt,%
0026055120,0027,2018-07-19T03:00:00.000,91,UNIVERSIDAD DEL VALLE  - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.378,-76.53388889,Humedad del aire 2 mt,%
0023065501,0027,2018-03-06T20:20:00.000,63.17747,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Humedad del aire 2 mt,%
0024015503,0027,2019-03-06T07:50:00.000,83.78154,CONFINES  - AUT,SANTANDER,CONFINES,SOGAMOSO,6.373027778,-73.20760833,Humedad del aire 2 mt,%
0016025501,0027,2016-08-16T02:10:00.000,69,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Humedad del aire 2 mt,%
0026035100,0027,2008-10-05T11:00:00.000,80,SUECIA HDA,CAUCA,EL TAMBO,CAUCA,2.48,-76.828,Humedad del aire 2 mt,%
0024025501,0027,2019-01-21T10:35:00.000,59.36059,ALBERTO SANTOS  - AUT,SANTANDER,SOCORRO,SOGAMOSO,6.493052778,-73.22111111,Humedad del aire 2 mt,%
0026155503,0027,2019-01-13T06:50:00.000,83.62489,PLANALTO  - AUT,CALDAS,MANIZALES,CAUCA,4.989722222,-75.58971944,Humedad del aire 2 mt,%
2120000105,0027,2019-03-12T09:48:00.000,75.72,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Humedad del aire 2 mt,%
0052055502,0027,2017-09-17T11:35:00.000,54.94993,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0026125508,0027,2017-11-08T11:00:00.000,58.58167,LACATALINA  - AUT,RISARALDA,PEREIRA,CAUCA,4.7475,-75.73805556,Humedad del aire 2 mt,%
0026155250,0027,2011-12-21T18:00:00.000,97,PARAMO CONEJERAS  - AUT,CALDAS,VILLAMARIA,CAUCA,4.829805556,-75.37583333,Humedad del aire 2 mt,%
0026125505,0027,2018-03-22T07:00:00.000,95.62825,LA BELLA  - AUT,QUINDÍO,CALARCÁ,CAUCA,4.501111111,-75.67138889,Humedad del aire 2 mt,%
0021202230,0027,2012-01-15T06:10:00.000,78.4,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0029035200,0027,2016-05-05T22:00:00.000,97,REPELON - AUT,ATLANTICO,REPELÓN,BAJO MAGDALENA,10.49,-75.12694444,Humedad del aire 2 mt,%
0021202230,0027,2013-01-11T00:10:00.000,69.8,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0021206810,0027,2012-11-23T23:50:00.000,72.6,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0021206810,0027,2013-01-08T05:05:00.000,65.2,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
2120000105,0027,2019-04-21T06:49:00.000,89.4,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Humedad del aire 2 mt,%
0021015501,0027,2017-06-17T03:55:00.000,95.25321,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Humedad del aire 2 mt,%
0015085050,0027,2016-11-20T21:00:00.000,2,TOROMANA - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,12.08352778,-71.21094444,Humedad del aire 2 mt,%
0052055501,0027,2017-11-07T15:15:00.000,61.75667,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Humedad del aire 2 mt,%
0035085060,0027,2017-05-19T13:00:00.000,72,ZETAQUIRA - AUT,BOYACÁ,ZETAQUIRÁ,META,5.294944444,-73.16994444,Humedad del aire 2 mt,%
2120000104,0027,2019-08-26T11:03:00.000,59.77,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Humedad del aire 2 mt,%
0021206930,0027,2019-01-04T16:00:00.000,63,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.086444444,-74.02216667,Humedad del aire 2 mt,%
0026195502,0027,2017-05-15T00:45:00.000,92,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Humedad del aire 2 mt,%
2120000105,0027,2019-08-11T06:26:00.000,87.5,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Humedad del aire 2 mt,%
0021202250,0027,2011-10-04T10:25:00.000,61.7,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Humedad del aire 2 mt,%
0026015010,0027,2017-04-09T23:00:00.000,99,EL TABLAZO - AUT,CAUCA,POPAYÁN,CAUCA,2.474833056,-76.58129361,Humedad del aire 2 mt,%
0026125505,0027,2017-03-23T21:30:00.000,100,LA BELLA  - AUT,QUINDÍO,CALARCÁ,CAUCA,4.501111111,-75.67138889,Humedad del aire 2 mt,%
0026215501,0027,2017-05-19T07:15:00.000,76,CONCORDIA  - AUT,ANTIOQUIA,CONCORDIA,CAUCA,6.042441667,-75.92149722,Humedad del aire 2 mt,%
0023035030,0027,2011-05-26T16:00:00.000,68,BASE PALANQUERO  - AUT,CUNDINAMARCA,PUERTO SALGAR,MEDIO MAGDALENA,5.492861111,-74.658,Humedad del aire 2 mt,%
0023125140,0027,2019-08-07T14:00:00.000,66,AEROPUERTO FURATENA  - AUT,BOYACÁ,QUÍPAMA,MEDIO MAGDALENA,5.520833333,-74.18241667,Humedad del aire 2 mt,%
0052055501,0027,2016-09-24T15:55:00.000,59,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Humedad del aire 2 mt,%
0023085501,0027,2018-03-01T01:45:00.000,91.31084,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Humedad del aire 2 mt,%
0023085501,0027,2017-09-14T10:25:00.000,62.16117,COCORNA  - AUT,ANTIOQUIA,COCORNÁ,MEDIO MAGDALENA,6.061941667,-75.18666667,Humedad del aire 2 mt,%
0021201200,0027,2015-04-28T23:40:00.000,95.96,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Humedad del aire 2 mt,%
0026195502,0027,2017-03-23T18:15:00.000,94,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Humedad del aire 2 mt,%
0026135501,0027,2019-01-26T00:10:00.000,85.06514,EL PILAMO  - AUT,RISARALDA,PEREIRA,CAUCA,4.868333333,-75.79333333,Humedad del aire 2 mt,%
0026125504,0027,2018-06-01T13:50:00.000,92.73637,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Humedad del aire 2 mt,%
0024015508,0027,2019-05-24T07:00:00.000,97.26,HACIENDA LA MESA  - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.308,-74.282,Humedad del aire 2 mt,%
0021015502,0027,2017-12-27T18:40:00.000,91.50656,SAN AGUSTIN  - AUT,HUILA,SAN AGUSTÍN,ALTO MAGDALENA,1.851416667,-76.30433056,Humedad del aire 2 mt,%
2702500107,0027,2019-03-27T11:00:00.000,75,ANGOSTURA - AUT,ANTIOQUIA,ANGOSTURA,NECHÍ,6.900555556,-75.326019444,Humedad del aire 2 mt,%
0029065000,0027,2014-10-15T12:00:00.000,66,MEDIA LUNA - AUT,MAGDALENA,PIVIJAI,BAJO MAGDALENA,10.51002778,-74.50666667,Humedad del aire 2 mt,%
0024015110,0027,2013-07-30T21:00:00.000,78,LA BOYERA - AUT,CUNDINAMARCA,UBATÉ,SOGAMOSO,5.303805556,-73.85175,Humedad del aire 2 mt,%
0021206960,0027,2014-06-25T12:00:00.000,8,IDEAM BOGOTA  - AUT,BOGOTA,"BOGOTA, D.C",ALTO MAGDALENA,4.6,-74.06666667,Humedad del aire 2 mt,%
2120700038,0027,2018-11-06T04:12:00.000,86.7,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Humedad del aire 2 mt,%
0044015070,0027,2013-09-16T21:00:00.000,82,EL PEPINO - AUT,PUTUMAYO,MOCOA,CAQUETÁ,1.082888889,-76.66711111,Humedad del aire 2 mt,%
0024035410,0027,2016-01-06T15:00:00.000,79,SOGAMOSO - AUT,BOYACÁ,SOGAMOSO,SOGAMOSO,5.753333333,-72.91115278,Humedad del aire 2 mt,%
0026135502,0027,2017-08-11T15:05:00.000,71.28945,EL JAZMIN  - AUT,RISARALDA,SANTA ROSA DE CABAL,CAUCA,4.911944444,-75.62416389,Humedad del aire 2 mt,%
0026155505,0027,2019-03-17T13:05:00.000,47.18633,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Humedad del aire 2 mt,%
0024035501,0027,2017-07-07T13:40:00.000,62.30607,ARATOCA  - AUT,SANTANDER,ARATOCA,SOGAMOSO,6.70155,-73.06749167,Humedad del aire 2 mt,%
0023125501,0027,2018-01-03T16:40:00.000,59.78727,PAUNA  - AUT,BOYACÁ,PAUNA,MEDIO MAGDALENA,5.657130556,-73.96032778,Humedad del aire 2 mt,%
0021065501,0027,2019-06-04T04:40:00.000,80.10966,JORGE VILLAMIL  - AUT,HUILA,GIGANTE,ALTO MAGDALENA,2.325552778,-75.50972222,Humedad del aire 2 mt,%
0026145507,0027,2017-07-26T18:30:00.000,51.47459,LAS TANGAS  - AUT,CALDAS,BELALCAZAR,CAUCA,5.038,-75.80599722,Humedad del aire 2 mt,%
0054035501,0027,2017-08-28T22:25:00.000,92.50419,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Humedad del aire 2 mt,%
0021115501,0027,2016-07-11T01:20:00.000,43,TELLO  - AUT,HUILA,TELLO,ALTO MAGDALENA,2.960666667,-75.02849722,Humedad del aire 2 mt,%
0026165501,0027,2019-04-17T03:55:00.000,98.44878,EL CIPRES  - AUT,CALDAS,SALAMINA,CAUCA,5.433333333,-75.5,Humedad del aire 2 mt,%
0026205501,0027,2018-03-24T05:20:00.000,97.58704,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Humedad del aire 2 mt,%
0026145501,0027,2018-10-17T00:10:00.000,68.62704,APIA  - AUT,RISARALDA,APÍA,CAUCA,5.105055556,-75.93305556,Humedad del aire 2 mt,%
0021208480,0027,2015-04-12T02:00:00.000,70.8,KENNEDY - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.15,Humedad del aire 2 mt,%
0026215501,0027,2017-03-23T07:20:00.000,87,CONCORDIA  - AUT,ANTIOQUIA,CONCORDIA,CAUCA,6.042441667,-75.92149722,Humedad del aire 2 mt,%
0037015030,0027,2011-06-14T13:00:00.000,83,BERLIN - AUT,SANTANDER,TONA,ARAUCA,7.187,-72.8685,Humedad del aire 2 mt,%
0023025501,0027,2018-12-23T12:30:00.000,63.60315,MANZANARES  - AUT,CALDAS,MANZANARES,MEDIO MAGDALENA,5.163913889,-75.11740833,Humedad del aire 2 mt,%
0023195230,0027,2007-10-11T20:00:00.000,83,NEOMUNDO - AUT,SANTANDER,BUCARAMANGA,MEDIO MAGDALENA,7.102611111,-73.10730556,Humedad del aire 2 mt,%
0026115090,0027,2010-02-03T02:00:00.000,0,LAS BRISAS - AUT,VALLE DEL CAUCA,ANSERMANUEVO,SAN JUÁN,4.775583333,-76.14427778,Humedad del aire 2 mt,%
0021165502,0027,2018-08-13T02:25:00.000,80.06683,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Humedad del aire 2 mt,%
2403500041,0027,2019-03-07T18:00:00.000,72,DUITAMA - AUT,BOYACÁ,PAIPA,SOGAMOSO,5.78755,-73.081783333,Humedad del aire 2 mt,%
0021085501,0027,2019-05-02T10:05:00.000,46.76975,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Humedad del aire 2 mt,%
0026145503,0027,2018-05-17T05:15:00.000,94.03768,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Humedad del aire 2 mt,%
0052055502,0027,2018-12-20T23:25:00.000,95.1954,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Humedad del aire 2 mt,%
0021202200,0027,2015-05-02T14:20:00.000,45.3,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Humedad del aire 2 mt,%
0026095320,0027,2016-05-19T09:00:00.000,65,EL VINCULO - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.834805556,-76.30000556,Humedad del aire 2 mt,%
0026165502,0027,2019-05-23T19:55:00.000,99.85059,JARDIN  - AUT,ANTIOQUIA,JARDÍN,CAUCA,5.6,-75.84972222,Humedad del aire 2 mt,%
2120000102,0027,2019-01-12T23:11:00.000,92.9,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Humedad del aire 2 mt,%
0026155505,0027,2018-03-03T02:50:00.000,97.91345,GRANJA LUKER  - AUT,CALDAS,PALESTINA,CAUCA,5.070275,-75.68555278,Humedad del aire 2 mt,%
0023065501,0027,2018-10-11T10:30:00.000,73.11433,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Humedad del aire 2 mt,%
0021202170,0027,2011-09-17T19:15:00.000,74.4,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
0026055100,0027,2008-11-08T11:00:00.000,92,FARALLONES - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.416055556,-76.6515,Humedad del aire 2 mt,%
0021205502,0027,2017-05-13T03:00:00.000,97,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Humedad del aire 2 mt,%
0021206940,0027,2012-03-15T03:00:00.000,80,CIUDAD BOLIVAR,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.577,-74.177,Humedad del aire 2 mt,%
0026145504,0027,2018-09-26T07:05:00.000,83.15334,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Humedad del aire 2 mt,%
0024025090,0027,2005-06-18T22:00:00.000,98,MOGOTES - AUT,SANTANDER,MOGOTES,SOGAMOSO,6.47,-72.96888889,Humedad del aire 2 mt,%
0026145503,0027,2017-12-20T18:00:00.000,71.08009,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Humedad del aire 2 mt,%
0023065180,0027,2015-07-01T05:00:00.000,90,VILLETA - AUT,CUNDINAMARCA,VILLETA,MEDIO MAGDALENA,5.016861111,-74.47097222,Humedad del aire 2 mt,%
0021202230,0027,2014-10-12T11:50:00.000,71.6,UAN SEDE USME - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.467,-74.117,Humedad del aire 2 mt,%
0026205501,0027,2017-08-25T09:40:00.000,73.53316,EL ROSARIO  - AUT,ANTIOQUIA,VENECIA,CAUCA,5.625830556,-75.70527778,Humedad del aire 2 mt,%
0021205514,0027,2019-08-16T23:00:00.000,100,LAS MARGARITAS  - AUT,CUNDINAMARCA,EL ROSAL,ALTO MAGDALENA,4.469,-74.079,Humedad del aire 2 mt,%
0021202170,0027,2012-12-01T00:30:00.000,85.8,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Humedad del aire 2 mt,%
0035085060,0027,2019-07-20T00:00:00.000,97,ZETAQUIRA - AUT,BOYACÁ,ZETAQUIRÁ,META,5.294944444,-73.16994444,Humedad del aire 2 mt,%
0027015280,0027,2016-09-19T22:00:00.000,91,PARAMO BELMIRA - AUT,ANTIOQUIA,ENTRERRIOS,NECHÍ,6.632027778,-75.64444444,Humedad del aire 2 mt,%
0052025501,0027,2016-09-01T13:20:00.000,74,LA VEGA  - AUT,CAUCA,LA VEGA,PATÍA,2.092941667,-76.81202778,Humedad del aire 2 mt,%
0016025501,0027,2017-09-07T09:40:00.000,57.46582,CUCUTILLA  - AUT,NORTE DE SANTANDER,CUCUTILLA,CATATUMBO,7.519455556,-72.79790278,Humedad del aire 2 mt,%
2120000104,0027,2019-01-08T06:30:00.000,98,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Humedad del aire 2 mt,%
2120000107,0027,2019-04-20T20:02:00.000,82.8,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Humedad del aire 2 mt,%
0026145503,0027,2016-07-12T15:30:00.000,59,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Humedad del aire 2 mt,%
0015085050,0027,2012-07-03T06:00:00.000,0,TOROMANA - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,12.08352778,-71.21094444,Humedad del aire 2 mt,%
0021206810,0027,2011-09-17T17:40:00.000,60.6,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Humedad del aire 2 mt,%
0036015501,0027,2018-01-20T01:05:00.000,62.90752,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Humedad del aire 2 mt,%
2120000102,0027,2018-12-17T15:54:00.000,75.27,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Humedad del aire 2 mt,%
0026055120,0027,2018-11-12T17:00:00.000,67,UNIVERSIDAD DEL VALLE  - AUT,VALLE DEL CAUCA,CALI,CAUCA,3.378,-76.53388889,Humedad del aire 2 mt,%
0035185010,0027,2008-02-21T21:00:00.000,59,LA PALOMERA - AUT,META,PUERTO LÓPEZ,META,4.260361111,-72.56447222,Humedad del aire 2 mt,%
0023195240,0027,2008-11-02T07:00:00.000,2,AGUACHICA - AUT,CESAR,AGUACHICA,MEDIO MAGDALENA,8.123416667,-73.57986111,Humedad del aire 2 mt,%
0013035501,0027,2015-06-16T18:00:00.000,71,APTO LOS GARZONES,CÓRDOBA,MONTERÍA,SINÚ,8.826,-75.825,Humedad del aire 2 mt,%
0021202180,0027,2011-09-20T17:15:00.000,51.9,QUIBA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.543,-74.156,Humedad del aire 2 mt,%
